2024-07-21 18:36:11.483 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '1'
2024-07-21 18:36:11.532 | ERROR    | Search:search_team:line:158 | Error ID: '95'
2024-07-21 18:36:11.532 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '96'
2024-07-21 18:36:11.532 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.532 | ERROR    | Search:search_team:line:158 | Error ID: '96'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '97'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:158 | Error ID: '97'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '98'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.533 | ERROR    | Search:search_team:line:158 | Error ID: '98'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '99'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:158 | Error ID: '99'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '100'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.534 | ERROR    | Search:search_team:line:158 | Error ID: '100'
2024-07-21 18:36:11.535 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '101'
2024-07-21 18:36:11.535 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.535 | ERROR    | Search:search_team:line:158 | Error ID: '101'
2024-07-21 18:36:11.535 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '102'
2024-07-21 18:36:11.535 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.536 | ERROR    | Search:search_team:line:158 | Error ID: '102'
2024-07-21 18:36:11.536 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '103'
2024-07-21 18:36:11.536 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.536 | ERROR    | Search:search_team:line:158 | Error ID: '103'
2024-07-21 18:36:11.536 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '104'
2024-07-21 18:36:11.537 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.537 | ERROR    | Search:search_team:line:158 | Error ID: '104'
2024-07-21 18:36:11.537 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '105'
2024-07-21 18:36:11.537 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.537 | ERROR    | Search:search_team:line:158 | Error ID: '105'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '106'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:158 | Error ID: '106'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '107'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:158 | Error ID: '107'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '108'
2024-07-21 18:36:11.538 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '108'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '109'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '109'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '110'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '110'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '111'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '111'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '112'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '112'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '113'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.539 | ERROR    | Search:search_team:line:158 | Error ID: '113'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '114'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:158 | Error ID: '114'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '115'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:158 | Error ID: '115'
2024-07-21 18:36:11.540 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '116'
2024-07-21 18:36:11.541 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.541 | ERROR    | Search:search_team:line:158 | Error ID: '116'
2024-07-21 18:36:11.541 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '117'
2024-07-21 18:36:11.541 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.541 | ERROR    | Search:search_team:line:158 | Error ID: '117'
2024-07-21 18:36:11.542 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '118'
2024-07-21 18:36:11.542 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.542 | ERROR    | Search:search_team:line:158 | Error ID: '118'
2024-07-21 18:36:11.542 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '119'
2024-07-21 18:36:11.542 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:158 | Error ID: '119'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '120'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:158 | Error ID: '120'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '121'
2024-07-21 18:36:11.543 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.544 | ERROR    | Search:search_team:line:158 | Error ID: '121'
2024-07-21 18:36:11.544 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '122'
2024-07-21 18:36:11.544 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.544 | ERROR    | Search:search_team:line:158 | Error ID: '122'
2024-07-21 18:36:11.544 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '123'
2024-07-21 18:36:11.545 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.545 | ERROR    | Search:search_team:line:158 | Error ID: '123'
2024-07-21 18:36:11.545 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '124'
2024-07-21 18:36:11.545 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.545 | ERROR    | Search:search_team:line:158 | Error ID: '124'
2024-07-21 18:36:11.546 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '125'
2024-07-21 18:36:11.546 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.546 | ERROR    | Search:search_team:line:158 | Error ID: '125'
2024-07-21 18:36:11.546 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '126'
2024-07-21 18:36:11.546 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.547 | ERROR    | Search:search_team:line:158 | Error ID: '126'
2024-07-21 18:36:11.547 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '127'
2024-07-21 18:36:11.547 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.547 | ERROR    | Search:search_team:line:158 | Error ID: '127'
2024-07-21 18:36:11.547 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '128'
2024-07-21 18:36:11.548 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.548 | ERROR    | Search:search_team:line:158 | Error ID: '128'
2024-07-21 18:36:11.548 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '129'
2024-07-21 18:36:11.548 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.548 | ERROR    | Search:search_team:line:158 | Error ID: '129'
2024-07-21 18:36:11.549 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '130'
2024-07-21 18:36:11.549 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.549 | ERROR    | Search:search_team:line:158 | Error ID: '130'
2024-07-21 18:36:11.549 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '131'
2024-07-21 18:36:11.550 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.550 | ERROR    | Search:search_team:line:158 | Error ID: '131'
2024-07-21 18:36:11.550 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '132'
2024-07-21 18:36:11.550 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.550 | ERROR    | Search:search_team:line:158 | Error ID: '132'
2024-07-21 18:36:11.551 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '133'
2024-07-21 18:36:11.551 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.551 | ERROR    | Search:search_team:line:158 | Error ID: '133'
2024-07-21 18:36:11.551 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '134'
2024-07-21 18:36:11.551 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.552 | ERROR    | Search:search_team:line:158 | Error ID: '134'
2024-07-21 18:36:11.552 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '135'
2024-07-21 18:36:11.552 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.552 | ERROR    | Search:search_team:line:158 | Error ID: '135'
2024-07-21 18:36:11.552 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '136'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:158 | Error ID: '136'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '137'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:158 | Error ID: '137'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '138'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.553 | ERROR    | Search:search_team:line:158 | Error ID: '138'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '139'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:158 | Error ID: '139'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '140'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:158 | Error ID: '140'
2024-07-21 18:36:11.554 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '141'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:158 | Error ID: '141'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '142'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:158 | Error ID: '142'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '143'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:158 | Error ID: '143'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '144'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:158 | Error ID: '144'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '145'
2024-07-21 18:36:11.555 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:158 | Error ID: '145'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '146'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:158 | Error ID: '146'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '147'
2024-07-21 18:36:11.556 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.557 | ERROR    | Search:search_team:line:158 | Error ID: '147'
2024-07-21 18:36:11.557 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '148'
2024-07-21 18:36:11.557 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.557 | ERROR    | Search:search_team:line:158 | Error ID: '148'
2024-07-21 18:36:11.557 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '149'
2024-07-21 18:36:11.558 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.558 | ERROR    | Search:search_team:line:158 | Error ID: '149'
2024-07-21 18:36:11.558 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '150'
2024-07-21 18:36:11.558 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.558 | ERROR    | Search:search_team:line:158 | Error ID: '150'
2024-07-21 18:36:11.559 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '151'
2024-07-21 18:36:11.559 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.559 | ERROR    | Search:search_team:line:158 | Error ID: '151'
2024-07-21 18:36:11.559 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '152'
2024-07-21 18:36:11.559 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.560 | ERROR    | Search:search_team:line:158 | Error ID: '152'
2024-07-21 18:36:11.560 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '153'
2024-07-21 18:36:11.560 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.560 | ERROR    | Search:search_team:line:158 | Error ID: '153'
2024-07-21 18:36:11.560 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '154'
2024-07-21 18:36:11.561 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.561 | ERROR    | Search:search_team:line:158 | Error ID: '154'
2024-07-21 18:36:11.561 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '155'
2024-07-21 18:36:11.561 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.561 | ERROR    | Search:search_team:line:158 | Error ID: '155'
2024-07-21 18:36:11.562 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '156'
2024-07-21 18:36:11.562 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.562 | ERROR    | Search:search_team:line:158 | Error ID: '156'
2024-07-21 18:36:11.562 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '157'
2024-07-21 18:36:11.562 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:158 | Error ID: '157'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '158'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:158 | Error ID: '158'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '159'
2024-07-21 18:36:11.563 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.564 | ERROR    | Search:search_team:line:158 | Error ID: '159'
2024-07-21 18:36:11.564 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '160'
2024-07-21 18:36:11.564 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.564 | ERROR    | Search:search_team:line:158 | Error ID: '160'
2024-07-21 18:36:11.564 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '161'
2024-07-21 18:36:11.565 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.565 | ERROR    | Search:search_team:line:158 | Error ID: '161'
2024-07-21 18:36:11.565 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '162'
2024-07-21 18:36:11.565 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.566 | ERROR    | Search:search_team:line:158 | Error ID: '162'
2024-07-21 18:36:11.566 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '163'
2024-07-21 18:36:11.566 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.566 | ERROR    | Search:search_team:line:158 | Error ID: '163'
2024-07-21 18:36:11.566 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '164'
2024-07-21 18:36:11.567 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.567 | ERROR    | Search:search_team:line:158 | Error ID: '164'
2024-07-21 18:36:11.567 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '165'
2024-07-21 18:36:11.567 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.567 | ERROR    | Search:search_team:line:158 | Error ID: '165'
2024-07-21 18:36:11.568 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '166'
2024-07-21 18:36:11.568 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.568 | ERROR    | Search:search_team:line:158 | Error ID: '166'
2024-07-21 18:36:11.568 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '167'
2024-07-21 18:36:11.568 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.569 | ERROR    | Search:search_team:line:158 | Error ID: '167'
2024-07-21 18:36:11.569 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '168'
2024-07-21 18:36:11.569 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.569 | ERROR    | Search:search_team:line:158 | Error ID: '168'
2024-07-21 18:36:11.569 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '169'
2024-07-21 18:36:11.570 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.570 | ERROR    | Search:search_team:line:158 | Error ID: '169'
2024-07-21 18:36:11.570 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '170'
2024-07-21 18:36:11.570 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.570 | ERROR    | Search:search_team:line:158 | Error ID: '170'
2024-07-21 18:36:11.571 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '171'
2024-07-21 18:36:11.571 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.571 | ERROR    | Search:search_team:line:158 | Error ID: '171'
2024-07-21 18:36:11.571 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '172'
2024-07-21 18:36:11.572 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.572 | ERROR    | Search:search_team:line:158 | Error ID: '172'
2024-07-21 18:36:11.572 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '173'
2024-07-21 18:36:11.572 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.572 | ERROR    | Search:search_team:line:158 | Error ID: '173'
2024-07-21 18:36:11.573 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '174'
2024-07-21 18:36:11.573 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.573 | ERROR    | Search:search_team:line:158 | Error ID: '174'
2024-07-21 18:36:11.573 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '175'
2024-07-21 18:36:11.573 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.574 | ERROR    | Search:search_team:line:158 | Error ID: '175'
2024-07-21 18:36:11.574 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '176'
2024-07-21 18:36:11.574 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.574 | ERROR    | Search:search_team:line:158 | Error ID: '176'
2024-07-21 18:36:11.574 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '177'
2024-07-21 18:36:11.575 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.575 | ERROR    | Search:search_team:line:158 | Error ID: '177'
2024-07-21 18:36:11.575 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '178'
2024-07-21 18:36:11.575 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.575 | ERROR    | Search:search_team:line:158 | Error ID: '178'
2024-07-21 18:36:11.576 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '179'
2024-07-21 18:36:11.576 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.576 | ERROR    | Search:search_team:line:158 | Error ID: '179'
2024-07-21 18:36:11.576 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '180'
2024-07-21 18:36:11.576 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.577 | ERROR    | Search:search_team:line:158 | Error ID: '180'
2024-07-21 18:36:11.577 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '181'
2024-07-21 18:36:11.577 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.577 | ERROR    | Search:search_team:line:158 | Error ID: '181'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '182'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:158 | Error ID: '182'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '183'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.578 | ERROR    | Search:search_team:line:158 | Error ID: '183'
2024-07-21 18:36:11.579 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '184'
2024-07-21 18:36:11.579 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.579 | ERROR    | Search:search_team:line:158 | Error ID: '184'
2024-07-21 18:36:11.579 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '185'
2024-07-21 18:36:11.579 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.580 | ERROR    | Search:search_team:line:158 | Error ID: '185'
2024-07-21 18:36:11.580 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '186'
2024-07-21 18:36:11.580 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.580 | ERROR    | Search:search_team:line:158 | Error ID: '186'
2024-07-21 18:36:11.580 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '187'
2024-07-21 18:36:11.581 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.581 | ERROR    | Search:search_team:line:158 | Error ID: '187'
2024-07-21 18:36:11.581 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '188'
2024-07-21 18:36:11.581 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.582 | ERROR    | Search:search_team:line:158 | Error ID: '188'
2024-07-21 18:36:11.582 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '189'
2024-07-21 18:36:11.582 | ERROR    | Search:search_team:line:157 | Error Occured: 'DETECTED_NAME'
2024-07-21 18:36:11.582 | ERROR    | Search:search_team:line:158 | Error ID: '189'
2024-07-21 18:36:11.582 | ERROR    | Search:search_team:line:141 | Lack of team_image_url for ID: '190'
